death,62.712135,73.66249,-76.15999
death,285.25287,375.21176,-6.8876715
death,78.160034,712.9033,62.367096
death,-108.18062,739.32605,96.565
death,-283.57675,516.50916,130.7629
death,-355.33807,281.4868,155.16391
death,-363.92474,35.209366,179.56
death,-358.30188,98.8841,165.58804
death,-332.45096,117.42682,161.03032
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
death,-336.86664,69.50611,170.44
hit,1.8294525,5.148468,-47.990013
hit,69.901855,104.16576,-29.231972
hit,118.204285,211.07834,-10.66553
hit,145.168,317.68848,7.5719757
hit,146.56854,398.14282,25.329771
idle,291.74722,374.4017,9.229996
idle,292.3142,374.2579,9.333139
idle,293.57965,374.30615,9.655309
idle,295.3305,373.4004,9.876267
idle,297.55963,370.1224,9.647518
idle,299.899,365.37952,9.110261
idle,302.23157,358.94223,8.188214
idle,304.37112,350.98386,6.8951616
idle,306.13812,342.05725,5.329986
idle,307.4358,332.99457,3.6527803
idle,308.31036,324.61234,2.0209532
idle,309.2371,316.80417,0.405927
idle,310.1264,312.7636,-0.5657704
idle,310.65735,310.78226,-1.237944
idle,310.72174,311.10696,-1.4572538
idle,310.49246,312.07648,-1.6370546
idle,309.88016,314.96985,-1.429646
idle,308.79346,318.85904,-1.0577712
idle,307.30518,324.13577,-0.37824446
idle,305.39386,330.36722,0.5037385
idle,302.91568,338.59863,1.9040526
idle,300.14594,347.6819,3.585377
idle,297.2121,357.1921,5.5184107
idle,294.41547,366.1642,7.4577446
idle,292.41473,372.37686,8.813539
idle,291.7475,374.40082,9.229813
jump,277.5639,219.41379,2.4900045
jump,217.59662,365.555,-12.903333
jump,132.69986,386.04816,-28.296703
jump,34.652924,367.0221,-43.690025
jump,161.69968,560.62805,-8.251751
jump,221.1264,710.7572,9.880679
jump,263.13016,777.1155,10.70715
jump,269.1104,803.9124,6.143456
jump,234.6924,796.30646,-3.799683
jump,190.1778,788.06793,-13.742829
jump,160.25325,820.915,-13.11444
jump,101.850555,796.7555,-28.0328
jump,-143.76459,1105.4884,114.88323
jump,-226.83173,933.93915,156.9351
jump,-171.25414,952.54376,133.80783
jump,-122.704254,910.3783,116.71547
jump,-160.26982,738.12,127.60157
jump,-220.99551,406.38553,160.30356
jump,-62.4476,505.7846,107.6902
jump,154.10336,440.17444,55.07683
run,233.1906,402.81882,29.609982
run,211.03096,405.52795,38.556877
run,186.04773,190.14737,-17.421358
run,-37.330032,145.33301,-85.97909
run,-240.16232,222.3094,-138.54897
run,-258.492,197.8481,-143.54317
run,-276.58228,200.07202,-149.47636
run,-297.58868,270.27338,-174.10605
run,-261.61978,166.06679,-156.5337
run,109.48833,53.075607,-67.34
run,279.6261,293.94147,-6.806014
run,277.35214,321.08093,3.2189553
shoot,227.15817,131.65822,-42.230007
shoot,213.8893,140.68893,-42.230007
shoot,206.5703,145.66798,-42.230007
shoot,216.57106,134.48856,-42.230007
shoot,220.64691,129.53023,-42.230007
shoot,227.06937,124.17842,-42.230007
walk,184.24707,117.46689,-51.370003
walk,226.90167,162.38567,-37.552937
walk,233.5164,173.39484,-33.824528
walk,215.58412,154.35233,-37.166374
walk,196.03696,137.57109,-40.16515
walk,169.48723,117.02522,-45.47488
walk,129.34549,90.207245,-54.690014
walk,120.71219,76.23509,-58.3781
walk,93.19506,59.129333,-68.1517
walk,73.6649,51.788345,-75.823
walk,84.68831,59.218384,-75.305664
walk,137.67557,86.8363,-63.339497
